iteration,train_time_s,query_time_s,eig_time_s
0,28.1193,100.5739,84.8319
1,31.5466,158.4847,142.4419
2,32.4453,221.3739,205.0218
3,33.586,273.2714,256.8099
4,34.254,326.6922,310.0422
5,35.1693,419.5121,402.9331
6,35.5856,479.6688,462.9309
7,36.833,539.3417,522.2192
8,37.7361,600.8048,584.0344
9,38.2788,669.7999,653.0064
