val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc,test/bacc
2.3176825046539307,0.09359999746084213,0,5,,,,,,,
,,0,5,0.09018182009458542,,,,,,
2.26428484916687,0.18479999899864197,1,11,,,,,,,
,,1,11,0.11381818354129791,,,,,,
2.67301082611084,0.14640000462532043,2,17,,,,,,,
,,2,17,0.11563636362552643,,,,,,
4.331876754760742,0.14640000462532043,3,23,,,,,,,
,,3,23,0.11563636362552643,,,,,,
9.557156562805176,0.1720000058412552,4,29,,,,,,,
,,4,29,0.1114545464515686,,,,,,
5.4442291259765625,0.17599999904632568,5,35,,,,,,,
,,5,35,0.1616363674402237,,,,,,
3.201841354370117,0.1648000031709671,6,41,,,,,,,
,,6,41,0.14072726666927338,,,,,,
3.13915753364563,0.2295999974012375,7,47,,,,,,,
,,7,47,0.17690908908843994,,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,,
,,8,49,,,,2.249281167984009,,,
2.415584087371826,0.2680000066757202,8,53,,,,,,,
,,8,53,0.19272726774215698,,,,,,
2.7721869945526123,0.20640000700950623,9,59,,,,,,,
,,9,59,0.1627272665500641,,,,,,
1.9903597831726074,0.23600000143051147,10,65,,,,,,,
,,10,65,0.18727272748947144,,,,,,
3.984808921813965,0.18160000443458557,11,71,,,,,,,
,,11,71,0.19581818580627441,,,,,,
6.638767242431641,0.08640000224113464,12,77,,,,,,,
,,12,77,0.18909090757369995,,,,,,
4.152209281921387,0.14880000054836273,13,83,,,,,,,
,,13,83,0.19818182289600372,,,,,,
2.7762491703033447,0.17759999632835388,14,89,,,,,,,
,,14,89,0.17472727596759796,,,,,,
3.9454305171966553,0.20319999754428864,15,95,,,,,,,
,,15,95,0.2160000056028366,,,,,,
,,,99,,0.09971150308006689,0.09971150308006689,,,,
,,16,99,,,,2.125404119491577,,,
2.2670047283172607,0.2775999903678894,16,101,,,,,,,
,,16,101,0.1714545488357544,,,,,,
1.9077445268630981,0.2624000012874603,17,107,,,,,,,
,,17,107,0.18890908360481262,,,,,,
1.8674691915512085,0.29600000381469727,18,113,,,,,,,
,,18,113,0.23418182134628296,,,,,,
1.9258482456207275,0.2896000146865845,19,119,,,,,,,
,,19,119,0.23418182134628296,,,,,,
1.738383173942566,0.35199999809265137,20,125,,,,,,,
,,20,125,0.23836363852024078,,,,,,
2.096660614013672,0.2879999876022339,21,131,,,,,,,
,,21,131,0.23981818556785583,,,,,,
1.8263304233551025,0.2856000065803528,22,137,,,,,,,
,,22,137,0.23000000417232513,,,,,,
2.6181657314300537,0.2727999985218048,23,143,,,,,,,
,,23,143,0.22163636982440948,,,,,,
,,,149,,0.09850365444235881,0.09850365444235881,,,,
,,24,149,,,,1.9999022483825684,,,
2.657644033432007,0.20399999618530273,24,149,,,,,,,
,,24,149,0.20163635909557343,,,,,,
2.183966875076294,0.19920000433921814,25,155,,,,,,,
,,25,155,0.24290908873081207,,,,,,
2.071045398712158,0.19359999895095825,26,161,,,,,,,
,,26,161,0.2181818187236786,,,,,,
2.42191219329834,0.25360000133514404,27,167,,,,,,,
,,27,167,0.2043636292219162,,,,,,
2.3687973022460938,0.24639999866485596,28,173,,,,,,,
,,28,173,0.204909086227417,,,,,,
2.117961883544922,0.2648000121116638,29,179,,,,,,,
,,29,179,0.25,,,,,,
1.7993509769439697,0.3312000036239624,30,185,,,,,,,
,,30,185,0.2661818265914917,,,,,,
2.0392887592315674,0.2632000148296356,31,191,,,,,,,
,,31,191,0.24345454573631287,,,,,,
1.9331295490264893,0.31200000643730164,32,197,,,,,,,
,,32,197,0.2869091033935547,,,,,,
,,,199,,0.09637637874149779,0.09637637874149779,,,,
,,33,199,,,,1.9759548902511597,,,
2.0887651443481445,0.30320000648498535,33,203,,,,,,,
,,33,203,0.23218181729316711,,,,,,
1.87259840965271,0.335999995470047,34,209,,,,,,,
,,34,209,0.2689090967178345,,,,,,
2.184457778930664,0.287200003862381,35,215,,,,,,,
,,35,215,0.2518181800842285,,,,,,
2.0824227333068848,0.30880001187324524,36,221,,,,,,,
,,36,221,0.27290910482406616,,,,,,
1.8197863101959229,0.3296000063419342,37,227,,,,,,,
,,37,227,0.2747272849082947,,,,,,
1.8238353729248047,0.3312000036239624,38,233,,,,,,,
,,38,233,0.2949090898036957,,,,,,
1.8782453536987305,0.3375999927520752,39,239,,,,,,,
,,39,239,0.25381818413734436,,,,,,
2.02247953414917,0.3303999900817871,40,245,,,,,,,
,,40,245,0.2910909056663513,,,,,,
,,,249,,0.09337000025557476,0.09337000025557476,,,,
,,41,249,,,,1.837862253189087,,,
1.7255878448486328,0.35440000891685486,41,251,,,,,,,
,,41,251,0.3221818208694458,,,,,,
2.459197759628296,0.31200000643730164,42,257,,,,,,,
,,42,257,0.29072728753089905,,,,,,
1.9531430006027222,0.31119999289512634,43,263,,,,,,,
,,43,263,0.29472726583480835,,,,,,
1.9774019718170166,0.3720000088214874,44,269,,,,,,,
,,44,269,0.29236364364624023,,,,,,
1.925174355506897,0.37279999256134033,45,275,,,,,,,
,,45,275,0.3041818141937256,,,,,,
2.1602420806884766,0.36959999799728394,46,281,,,,,,,
,,46,281,0.3578181862831116,,,,,,
2.0610790252685547,0.3407999873161316,47,287,,,,,,,
,,47,287,0.3569090962409973,,,,,,
1.8762980699539185,0.3416000008583069,48,293,,,,,,,
,,48,293,0.3087272644042969,,,,,,
,,,299,,0.08954150738626414,0.08954150738626414,,,,
,,49,299,,,,1.7976423501968384,,,
2.1584973335266113,0.3736000061035156,49,299,,,,,,,
,,49,299,0.33472728729248047,,,,,,
1.932443380355835,0.29280000925064087,50,305,,,,,,,
,,50,305,0.3538181781768799,,,,,,
2.2684147357940674,0.35440000891685486,51,311,,,,,,,
,,51,311,0.3298181891441345,,,,,,
2.9983456134796143,0.2295999974012375,52,317,,,,,,,
,,52,317,0.29527273774147034,,,,,,
11.20061206817627,0.15839999914169312,53,323,,,,,,,
,,53,323,0.30854544043540955,,,,,,
3.0019147396087646,0.2696000039577484,54,329,,,,,,,
,,54,329,0.319454550743103,,,,,,
1.9522886276245117,0.3343999981880188,55,335,,,,,,,
,,55,335,0.3367272615432739,,,,,,
1.8867624998092651,0.2935999929904938,56,341,,,,,,,
,,56,341,0.31727272272109985,,,,,,
2.3638882637023926,0.3312000036239624,57,347,,,,,,,
,,57,347,0.32763636112213135,,,,,,
,,,349,,0.0849634723963284,0.0849634723963284,,,,
,,58,349,,,,1.7954316139221191,,,
2.1579980850219727,0.3303999900817871,58,353,,,,,,,
,,58,353,0.3019999861717224,,,,,,
2.013032913208008,0.36160001158714294,59,359,,,,,,,
,,59,359,0.32072725892066956,,,,,,
2.13865327835083,0.35600000619888306,60,365,,,,,,,
,,60,365,0.33636364340782166,,,,,,
2.0282480716705322,0.35040000081062317,61,371,,,,,,,
,,61,371,0.401818186044693,,,,,,
1.717879056930542,0.41440001130104065,62,377,,,,,,,
,,62,377,0.37672728300094604,,,,,,
1.9287117719650269,0.36959999799728394,63,383,,,,,,,
,,63,383,0.3370909094810486,,,,,,
1.7566720247268677,0.3952000141143799,64,389,,,,,,,
,,64,389,0.36345455050468445,,,,,,
1.8143259286880493,0.38960000872612,65,395,,,,,,,
,,65,395,0.37490910291671753,,,,,,
,,,399,,0.07972267574208991,0.07972267574208991,,,,
,,66,399,,,,1.6674517393112183,,,
2.187199354171753,0.3880000114440918,66,401,,,,,,,
,,66,401,0.36581817269325256,,,,,,
2.706536054611206,0.25040000677108765,67,407,,,,,,,
,,67,407,0.37327271699905396,,,,,,
2.11871075630188,0.3783999979496002,68,413,,,,,,,
,,68,413,0.3261818289756775,,,,,,
2.148892641067505,0.31200000643730164,69,419,,,,,,,
,,69,419,0.38254544138908386,,,,,,
2.670660972595215,0.31040000915527344,70,425,,,,,,,
,,70,425,0.38418182730674744,,,,,,
2.3180670738220215,0.34880000352859497,71,431,,,,,,,
,,71,431,0.4041818082332611,,,,,,
2.0967280864715576,0.4000000059604645,72,437,,,,,,,
,,72,437,0.3921818137168884,,,,,,
1.858342170715332,0.3944000005722046,73,443,,,,,,,
,,73,443,0.426181823015213,,,,,,
,,,449,,0.07391846107779047,0.07391846107779047,,,,
,,74,449,,,,1.6645089387893677,,,
2.0815563201904297,0.35199999809265137,74,449,,,,,,,
,,74,449,0.37109091877937317,,,,,,
2.097174882888794,0.40400001406669617,75,455,,,,,,,
,,75,455,0.40436363220214844,,,,,,
1.8316742181777954,0.36399999260902405,76,461,,,,,,,
,,76,461,0.4047272801399231,,,,,,
2.670623540878296,0.3840000033378601,77,467,,,,,,,
,,77,467,0.41600000858306885,,,,,,
2.851827383041382,0.2632000148296356,78,473,,,,,,,
,,78,473,0.39509090781211853,,,,,,
2.3176815509796143,0.36079999804496765,79,479,,,,,,,
,,79,479,0.3909091055393219,,,,,,
2.1361210346221924,0.36800000071525574,80,485,,,,,,,
,,80,485,0.3943636417388916,,,,,,
2.155987024307251,0.31839999556541443,81,491,,,,,,,
,,81,491,0.4132727384567261,,,,,,
1.9698591232299805,0.3984000086784363,82,497,,,,,,,
,,82,497,0.40563637018203735,,,,,,
,,,499,,0.0676608521140981,0.0676608521140981,,,,
,,83,499,,,,1.645654559135437,,,
2.2793712615966797,0.36800000071525574,83,503,,,,,,,
,,83,503,0.42363637685775757,,,,,,
