val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.309692144393921,0.10400000214576721,0,5,,,,
,,0,5,0.0958181843161583,,,
2.294462203979492,0.12800000607967377,1,11,,,,
,,1,11,0.12254545092582703,,,
2.3595902919769287,0.1599999964237213,2,17,,,,
,,2,17,0.13381817936897278,,,
,,3,18,,2.4026591777801514,0.1525000035762787,0.1525000035762787
