iteration,train_time_s,query_time_s,eig_time_s
0,21.7472,93.8089,
1,23.45,149.7502,
2,23.9778,211.6646,
3,25.1212,265.2536,
4,26.2049,319.3929,
5,26.4011,407.6621,
6,27.1141,467.0294,
7,27.9877,526.7592,
8,29.3227,588.2558,
9,29.6653,657.8197,
