lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.8638477325439453,0,,,,,,
,,49,,0,0.4501705765724182,0.875,,,,
,,49,,0,,,0.8600000143051147,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.18546977639198303,1,,,,,,
,,99,,1,0.4442892074584961,0.875,,,,
,,99,,1,,,0.9275000095367432,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.10944993048906326,2,,,,,,
,,149,,2,0.3442970812320709,0.875,,,,
,,149,,2,,,0.925000011920929,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.10773977637290955,3,,,,,,
,,199,,3,0.31178465485572815,0.8928571343421936,,,,
,,199,,3,,,0.9325000047683716,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.13037052750587463,4,,,,,,
,,249,,4,0.31273841857910156,0.875,,,,
,,249,,4,,,0.9225000143051147,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.06870891898870468,5,,,,,,
,,299,,5,0.3003244996070862,0.8928571343421936,,,,
,,299,,5,,,0.9350000023841858,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.5016627311706543,6,,,,,,
,,349,,6,0.2712152302265167,0.8928571343421936,,,,
,,349,,6,,,0.9375,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.02815253473818302,7,,,,,,
,,399,,7,0.2784074544906616,0.8928571343421936,,,,
,,399,,7,,,0.9300000071525574,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.05001507326960564,8,,,,,,
,,449,,8,0.26519662141799927,0.8928571343421936,,,,
,,449,,8,,,0.9399999976158142,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.07767070084810257,9,,,,,,
,,499,,9,0.2664282023906708,0.8928571343421936,,,,
,,499,,9,,,0.9325000047683716,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.028339536860585213,10,,,,,,
,,549,,10,0.27585333585739136,0.8928571343421936,,,,
,,549,,10,,,0.9350000023841858,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.057813793420791626,11,,,,,,
,,599,,11,0.26247015595436096,0.8928571343421936,,,,
,,599,,11,,,0.925000011920929,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.23789900541305542,12,,,,,,
,,649,,12,0.25956493616104126,0.8928571343421936,,,,
,,649,,12,,,0.9350000023841858,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.06610512733459473,13,,,,,,
,,699,,13,0.2688010334968567,0.8928571343421936,,,,
,,699,,13,,,0.9350000023841858,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.047155942767858505,14,,,,,,
,,749,,14,0.26484376192092896,0.8928571343421936,,,,
,,749,,14,,,0.9375,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.06984791904687881,15,,,,,,
,,799,,15,0.2647590935230255,0.8928571343421936,,,,
,,799,,15,,,0.9275000095367432,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.06083264946937561,16,,,,,,
,,849,,16,0.2645065486431122,0.8928571343421936,,,,
,,849,,16,,,0.9350000023841858,,,
,,850,,17,,,,0.23867057263851166,0.9295555353164673,0.39612048864364624
