iteration,train_time_s,query_time_s,eig_time_s
0,21.552,4.7422,
1,22.811,4.7094,
2,24.5186,4.7478,
3,24.4436,4.811,
4,25.1158,4.7823,
5,26.0928,4.6503,
6,26.2613,4.7018,
7,27.7014,4.7138,
8,28.4811,4.6807,
9,28.8807,4.7555,
