lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,49,0.8304293155670166,0,,,,,,,,,,,,,,,,,,
,,99,1.6014331579208374,0,,,,,,,,,,,,,,,,,,
,,149,1.5011957883834839,0,,,,,,,,,,,,,,,,,,
,,199,0.942026674747467,0,,,,,,,,,,,,,,,,,,
,,249,0.7345879077911377,0,,,,,,,,,,,,,,,,,,
,,249,,0,0.4085250496864319,0.9281368255615234,nan,0.9279999732971191,0.5356051325798035,0.545748770236969,,,,,,,,,,,,
,,249,,0,,,,,,,0.7391452193260193,0.4109736979007721,0.781499981880188,0.41928139328956604,0.4104253351688385,,,,,,,
0.0001442986898059786,0.0001442986898059786,250,,,,,,,,,,,,,,,,,,,,
,,299,0.4786902666091919,1,,,,,,,,,,,,,,,,,,
,,349,2.1076693534851074,1,,,,,,,,,,,,,,,,,,
,,399,0.2689669728279114,1,,,,,,,,,,,,,,,,,,
,,449,0.7956088781356812,1,,,,,,,,,,,,,,,,,,
,,499,0.4333743155002594,1,,,,,,,,,,,,,,,,,,
,,499,,1,0.36617806553840637,0.8441593050956726,nan,0.9100000262260437,0.4697154462337494,0.46696585416793823,,,,,,,,,,,,
,,499,,1,,,,,,,0.8461548089981079,nan,0.8105000257492065,0.4938526153564453,0.4686592221260071,,,,,,,
0.0001442986898059786,0.0001442986898059786,500,,,,,,,,,,,,,,,,,,,,
,,549,0.448257178068161,2,,,,,,,,,,,,,,,,,,
,,599,1.746771216392517,2,,,,,,,,,,,,,,,,,,
,,649,0.9060115218162537,2,,,,,,,,,,,,,,,,,,
,,699,0.6246554255485535,2,,,,,,,,,,,,,,,,,,
,,749,1.0141782760620117,2,,,,,,,,,,,,,,,,,,
,,749,,2,0.31539058685302734,0.815158486366272,nan,0.9279999732971191,0.5080741047859192,0.49912548065185547,,,,,,,,,,,,
,,749,,2,,,,,,,0.8672197461128235,0.47623053193092346,0.8209999799728394,0.5072678327560425,0.4831230640411377,,,,,,,
0.0001442986898059786,0.0001442986898059786,750,,,,,,,,,,,,,,,,,,,,
,,799,0.6192178726196289,3,,,,,,,,,,,,,,,,,,
,,849,2.7198493480682373,3,,,,,,,,,,,,,,,,,,
,,899,0.40779033303260803,3,,,,,,,,,,,,,,,,,,
,,949,0.6808509826660156,3,,,,,,,,,,,,,,,,,,
