iteration,train_time_s,query_time_s,eig_time_s
0,27.8937,99.8805,84.1607
1,30.9666,154.6669,138.6452
2,31.6201,212.2041,196.0793
3,32.8267,266.4119,250.3287
4,34.5703,318.6533,302.2943
5,34.6351,397.5307,381.2325
6,35.1838,458.8722,442.4529
7,36.1316,518.435,501.7639
8,37.2621,580.7088,564.1319
9,37.944,647.9144,631.0577
