iteration,train_time_s,query_time_s,eig_time_s
0,27.7095,100.3017,84.8538
1,30.8666,156.0362,140.3276
2,31.735,219.5165,203.4909
3,32.7591,272.4476,256.1201
4,33.6408,326.3398,310.0944
5,34.6021,416.0802,399.6716
6,35.4806,475.4816,458.8477
7,36.1594,534.6685,517.9097
8,37.6778,598.1941,581.538
9,38.1992,666.9589,649.9543
