iteration,train_time_s,query_time_s,eig_time_s
0,225.2091,62.467,57.6357
1,225.8002,110.5157,105.2936
2,226.3995,169.5677,164.2859
3,228.1233,219.7082,214.2517
4,228.0795,300.8359,295.3985
5,228.4096,363.4359,358.0352
6,228.7698,425.5162,420.175
7,228.5837,501.6203,496.1579
8,228.5246,681.4816,676.174
9,229.2292,751.6358,746.1717
