iteration,train_time_s,query_time_s,eig_time_s
0,21.6801,4.8078,
1,22.6377,4.8045,
2,23.9935,4.7677,
3,24.3153,4.8215,
4,25.2017,4.7721,
5,26.2018,4.7362,
6,26.5115,4.7396,
7,27.7356,4.7124,
8,28.7293,4.7393,
9,29.2032,4.7313,
