lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,49,1.1899590492248535,0,,,,,,,,,,,,,,,,,,
,,49,,0,0.5332033634185791,0.7951796650886536,nan,0.9279999732971191,0.394795298576355,0.38082337379455566,,,,,,,,,,,,
,,49,,0,,,,,,,0.6628102660179138,0.35507363080978394,0.5975000262260437,0.3660135865211487,0.32571524381637573,,,,,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,,,,,,,,,,,,,
,,99,1.025865077972412,1,,,,,,,,,,,,,,,,,,
,,99,,1,0.49504852294921875,0.7861790657043457,nan,0.9340000152587891,0.4556853175163269,0.46298131346702576,,,,,,,,,,,,
,,99,,1,,,,,,,0.7948710322380066,0.4298444986343384,0.7850000262260437,0.4324771761894226,0.42344149947166443,,,,,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,,,,,,,,,,,,,
,,149,0.8441316485404968,2,,,,,,,,,,,,,,,,,,
,,149,,2,0.39767423272132874,0.8772177696228027,0.4992596209049225,0.9179999828338623,0.4834958612918854,0.487488329410553,,,,,,,,,,,,
,,149,,2,,,,,,,0.8134683966636658,0.4606119990348816,0.8025000095367432,0.4685900807380676,0.45641571283340454,,,,,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,,,,,,,,,,,,,
,,199,1.32732355594635,3,,,,,,,,,,,,,,,,,,
,,199,,3,0.2891777753829956,0.8710147142410278,nan,0.9279999732971191,0.40419167280197144,0.4002929627895355,,,,,,,,,,,,
,,199,,3,,,,,,,0.892474353313446,nan,0.800000011920929,0.4721181392669678,0.4575878977775574,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,,,,,,,,,,,,,
,,249,0.2714751362800598,4,,,,,,,,,,,,,,,,,,
,,249,,4,0.3545559048652649,0.8325850367546082,0.5349084138870239,0.9359999895095825,0.4841917157173157,0.48396334052085876,,,,,,,,,,,,
,,249,,4,,,,,,,0.8837476968765259,0.5935325026512146,0.8149999976158142,0.5949370265007019,0.5797215700149536,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,,,,,,,,,,,,,
,,299,1.9552756547927856,5,,,,,,,,,,,,,,,,,,
,,299,,5,0.3413587510585785,0.8060631155967712,0.5221936702728271,0.9319999814033508,0.42532163858413696,0.429196298122406,,,,,,,,,,,,
,,299,,5,,,,,,,0.9190780520439148,0.6251256465911865,0.8324999809265137,0.6383670568466187,0.6160345673561096,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,,,,,,,,,,,,,
,,349,0.48998770117759705,6,,,,,,,,,,,,,,,,,,
,,349,,6,0.34714677929878235,0.8265885710716248,0.5438275337219238,0.9359999895095825,0.4841917157173157,0.4804910719394684,,,,,,,,,,,,
,,349,,6,,,,,,,0.9036678671836853,0.6085130572319031,0.8500000238418579,0.6413117051124573,0.6123567819595337,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,,,,,,,,,,,,,
,,399,0.4931573271751404,7,,,,,,,,,,,,,,,,,,
,,399,,7,0.39735618233680725,0.791601836681366,0.5224109888076782,0.9340000152587891,0.45516300201416016,0.46204090118408203,,,,,,,,,,,,
,,399,,7,,,,,,,0.9000738263130188,0.5998797416687012,0.8274999856948853,0.6308184862136841,0.5975041389465332,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,,,,,,,,,,,,,
,,449,1.537753701210022,8,,,,,,,,,,,,,,,,,,
,,449,,8,0.3511272370815277,0.8138977289199829,0.5087720155715942,0.9319999814033508,0.44463667273521423,0.4469383656978607,,,,,,,,,,,,
,,449,,8,,,,,,,0.918306827545166,0.6416164040565491,0.8525000214576721,0.6719887852668762,0.6428974866867065,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,,,,,,,,,,,,,
,,499,1.5444775819778442,9,,,,,,,,,,,,,,,,,,
,,499,,9,0.36374154686927795,0.8141674399375916,0.5054311156272888,0.9300000071525574,0.44350677728652954,0.44418519735336304,,,,,,,,,,,,
,,499,,9,,,,,,,0.9165446162223816,0.601723313331604,0.8324999809265137,0.620710551738739,0.5959122776985168,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,,,,,,,,,,,,,
,,549,0.331513375043869,10,,,,,,,,,,,,,,,,,,
,,549,,10,0.35449209809303284,0.8160795569419861,0.5083186030387878,0.9319999814033508,0.44463667273521423,0.4469383656978607,,,,,,,,,,,,
,,549,,10,,,,,,,0.924476146697998,0.6441904306411743,0.8650000095367432,0.6345492005348206,0.6242498159408569,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,,,,,,,,,,,,,
,,599,0.7213806509971619,11,,,,,,,,,,,,,,,,,,
,,599,,11,0.34026187658309937,0.8230447769165039,0.5092315673828125,0.9319999814033508,0.44463667273521423,0.4471014142036438,,,,,,,,,,,,
,,599,,11,,,,,,,0.9281341433525085,0.6229632496833801,0.8324999809265137,0.6507711410522461,0.6002995371818542,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,,,,,,,,,,,,,
,,649,0.7156752943992615,12,,,,,,,,,,,,,,,,,,
,,649,,12,0.3536447286605835,0.8180937767028809,0.5066052675247192,0.9300000071525574,0.44350677728652954,0.44402241706848145,,,,,,,,,,,,
,,649,,12,,,,,,,0.918339192867279,0.6178793907165527,0.8475000262260437,0.6559525728225708,0.6130343079566956,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,,,,,,,,,,,,,
,,699,0.32553359866142273,13,,,,,,,,,,,,,,,,,,
,,699,,13,0.34615960717201233,0.8302883505821228,0.5222985744476318,0.9319999814033508,0.44419169425964355,0.445395290851593,,,,,,,,,,,,
,,699,,13,,,,,,,0.9141330718994141,0.6083959341049194,0.8374999761581421,0.6460005044937134,0.6138420104980469,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,,,,,,,,,,,,,
,,749,0.3981534242630005,14,,,,,,,,,,,,,,,,,,
,,749,,14,0.3435254693031311,0.8306307792663574,0.5257787704467773,0.9340000152587891,0.44532161951065063,0.4483114182949066,,,,,,,,,,,,
,,749,,14,,,,,,,0.9257709383964539,0.6099914312362671,0.8424999713897705,0.6274698376655579,0.58970046043396,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,,,,,,,,,,,,,
,,799,1.000110387802124,15,,,,,,,,,,,,,,,,,,
,,799,,15,0.3279077708721161,0.84827721118927,0.5292279124259949,0.9340000152587891,0.44532161951065063,0.4483114182949066,,,,,,,,,,,,
,,799,,15,,,,,,,0.9279897809028625,0.6527848243713379,0.8450000286102295,0.6670743227005005,0.6373473405838013,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,,,,,,,,,,,,,
,,849,1.3786871433258057,16,,,,,,,,,,,,,,,,,,
,,849,,16,0.3542058765888214,0.7981384992599487,0.5014348030090332,0.9300000071525574,0.42463669180870056,0.4264991283416748,,,,,,,,,,,,
,,849,,16,,,,,,,0.9270570874214172,0.6503889560699463,0.8600000143051147,0.6707791686058044,0.6301589012145996,,,,,,,
,,850,,17,,,,,,,,,,,,0.36363375186920166,0.896877110004425,0.5706444978713989,0.9319999814033508,0.5162957906723022,0.5061019659042358,0.5162957906723022
