iteration,train_time_s,query_time_s,eig_time_s
0,52.701,54.212,
1,64.732,102.6839,
2,61.7734,144.9336,
3,72.4521,173.8518,
4,66.8849,220.5788,
5,72.1475,290.9427,
6,80.3716,316.6901,
7,81.0695,361.7592,
8,86.3101,404.5693,
9,96.2623,443.9193,
