iteration,train_time_s,query_time_s,eig_time_s
0,56.6731,177.1129,
1,57.7996,297.1825,
2,26.0654,420.3828,
3,59.0578,485.8778,
4,60.8829,614.2381,
5,64.5002,780.4527,
6,70.8213,919.8549,
7,72.151,1073.4818,
8,74.8536,1198.6931,
9,75.5801,1168.1841,
