iteration,train_time_s,query_time_s,eig_time_s
0,27.6463,99.2808,84.282
1,30.5709,155.387,140.2034
2,31.8419,219.6136,204.0239
3,32.8279,271.7107,256.0524
4,33.4646,325.8971,310.0143
5,34.6544,414.6183,398.503
6,35.1949,474.8315,458.5116
7,36.5074,533.981,517.7713
8,37.6085,595.9777,579.818
9,37.8967,665.272,648.8827
