iteration,train_time_s,query_time_s,eig_time_s
0,21.7464,89.766,83.9627
1,23.069,144.4005,138.4066
2,23.8776,207.658,201.3865
3,24.9036,258.6135,252.4559
4,25.3193,313.7615,307.574
5,26.9241,391.333,384.8418
6,26.929,459.8054,453.6069
7,27.6409,515.5613,509.0828
8,29.0852,582.0848,575.7785
9,29.3503,648.2849,641.833
