lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/acc,epoch,train/acc,train/loss,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,18,1.4683634042739868,0.4464285671710968,0,,,,,
,,18,,,0,0.4000000059604645,,,,
0.0001442986898059786,0.0001442986898059786,19,,,,,,,,
,,37,0.5881912112236023,0.875,1,,,,,
,,37,,,1,0.7866666913032532,,,,
0.0001442986898059786,0.0001442986898059786,38,,,,,,,,
,,49,,,2,,0.35644692182540894,,,
,,56,0.4547039568424225,0.875,2,,,,,
,,56,,,2,0.8600000143051147,,,,
0.0001442986898059786,0.0001442986898059786,57,,,,,,,,
,,75,0.4456227123737335,0.875,3,,,,,
,,75,,,3,0.8399999737739563,,,,
1.442986898059786e-05,1.442986898059786e-05,76,,,,,,,,
,,94,0.3828306198120117,0.875,4,,,,,
,,94,,,4,0.8399999737739563,,,,
1.442986898059786e-05,1.442986898059786e-05,95,,,,,,,,
,,99,,,5,,0.8302626013755798,,,
,,113,0.32777467370033264,0.8928571343421936,5,,,,,
,,113,,,5,0.8600000143051147,,,,
1.442986898059786e-05,1.442986898059786e-05,114,,,,,,,,
,,132,0.3217225670814514,0.8928571343421936,6,,,,,
,,132,,,6,0.8733333349227905,,,,
1.442986898059786e-05,1.442986898059786e-05,133,,,,,,,,
,,149,,,7,,0.15827074646949768,,,
,,151,0.32938942313194275,0.8928571343421936,7,,,,,
,,151,,,7,0.8733333349227905,,,,
1.4429868980597862e-06,1.4429868980597862e-06,152,,,,,,,,
,,170,0.3229949176311493,0.8928571343421936,8,,,,,
,,170,,,8,0.8533333539962769,,,,
1.4429868980597862e-06,1.4429868980597862e-06,171,,,,,,,,
,,189,0.3182046413421631,0.8928571343421936,9,,,,,
,,189,,,9,0.8666666746139526,,,,
1.4429868980597862e-06,1.4429868980597862e-06,190,,,,,,,,
,,199,,,10,,0.21804824471473694,,,
,,208,0.31671789288520813,0.8928571343421936,10,,,,,
,,208,,,10,0.8799999952316284,,,,
1.4429868980597862e-06,1.4429868980597862e-06,209,,,,,,,,
,,227,0.33151546120643616,0.8928571343421936,11,,,,,
,,227,,,11,0.8600000143051147,,,,
1.4429868980597863e-07,1.4429868980597863e-07,228,,,,,,,,
,,246,0.3137720227241516,0.8928571343421936,12,,,,,
,,246,,,12,0.8533333539962769,,,,
1.4429868980597863e-07,1.4429868980597863e-07,247,,,,,,,,
,,249,,,13,,0.2619033455848694,,,
,,265,0.31369921565055847,0.8928571343421936,13,,,,,
,,265,,,13,0.8799999952316284,,,,
1.4429868980597863e-07,1.4429868980597863e-07,266,,,,,,,,
,,284,0.3147740662097931,0.8928571343421936,14,,,,,
,,284,,,14,0.8866666555404663,,,,
1.4429868980597863e-07,1.4429868980597863e-07,285,,,,,,,,
,,299,,,15,,0.19237816333770752,,,
,,303,0.317489355802536,0.8928571343421936,15,,,,,
,,303,,,15,0.8799999952316284,,,,
1.4429868980597864e-08,1.4429868980597864e-08,304,,,,,,,,
,,322,0.318308025598526,0.8928571343421936,16,,,,,
,,322,,,16,0.8533333539962769,,,,
,,323,,,17,,,0.2703722417354584,0.929111123085022,0.405022531747818
