lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.43338343501091003,0,,,,,,
,,49,,0,0.6635124683380127,0.8032786846160889,,,,
,,49,,0,,,0.8450000286102295,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.07067065685987473,1,,,,,,
,,99,,1,0.6167280077934265,0.8196721076965332,,,,
,,99,,1,,,0.9325000047683716,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.09892527014017105,2,,,,,,
,,149,,2,0.8142908811569214,0.8196721076965332,,,,
,,149,,2,,,0.9474999904632568,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.2030734419822693,3,,,,,,
,,199,,3,0.6287470459938049,0.8032786846160889,,,,
,,199,,3,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.33470919728279114,4,,,,,,
,,249,,4,0.6080629229545593,0.8196721076965332,,,,
,,249,,4,,,0.9424999952316284,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.15978576242923737,5,,,,,,
,,299,,5,0.6083729267120361,0.8196721076965332,,,,
,,299,,5,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.056957557797431946,6,,,,,,
,,349,,6,0.5946034789085388,0.8196721076965332,,,,
,,349,,6,,,0.949999988079071,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.3779784142971039,7,,,,,,
,,399,,7,0.6268367171287537,0.8196721076965332,,,,
,,399,,7,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.24832530319690704,8,,,,,,
,,449,,8,0.596247673034668,0.8196721076965332,,,,
,,449,,8,,,0.9449999928474426,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.2503741681575775,9,,,,,,
,,499,,9,0.5978721380233765,0.8196721076965332,,,,
,,499,,9,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.16087865829467773,10,,,,,,
,,549,,10,0.5694864988327026,0.8196721076965332,,,,
,,549,,10,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.15004988014698029,11,,,,,,
,,599,,11,0.5818090438842773,0.8196721076965332,,,,
,,599,,11,,,0.9524999856948853,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.9437355399131775,12,,,,,,
,,649,,12,0.5418713688850403,0.8196721076965332,,,,
,,649,,12,,,0.949999988079071,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.03281065449118614,13,,,,,,
,,699,,13,0.60615074634552,0.8196721076965332,,,,
,,699,,13,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.049443818628787994,14,,,,,,
,,749,,14,0.5394749641418457,0.8196721076965332,,,,
,,749,,14,,,0.949999988079071,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.03367679938673973,15,,,,,,
,,799,,15,0.5914313793182373,0.8196721076965332,,,,
,,799,,15,,,0.9524999856948853,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.3294171094894409,16,,,,,,
,,849,,16,0.551849901676178,0.8196721076965332,,,,
,,849,,16,,,0.9524999856948853,,,
,,850,,17,,,,0.266298770904541,0.9295555353164673,0.3965674042701721
