iteration,train_time_s,query_time_s,eig_time_s
0,42.6581,5.1326,
1,39.7286,5.1073,
2,45.7392,5.0439,
3,42.5044,5.0771,
4,43.4899,5.1894,
5,49.0073,5.0439,
6,46.9207,5.1122,
7,51.9252,5.1944,
8,53.9273,5.1813,
9,79.9887,5.5824,
