iteration,train_time_s,query_time_s,eig_time_s
0,223.5814,3.4253,
1,224.9124,3.5687,
2,225.3039,3.5489,
3,225.6021,3.531,
4,226.5338,3.5877,
5,226.6936,3.5059,
6,226.5002,3.5667,
7,226.0538,3.3502,
8,227.0532,3.5047,
9,225.8023,3.5184,
