val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.3124969005584717,0.06700000166893005,0,5,,,,
,,0,5,0.09418182075023651,,,
2.5005898475646973,0.12720000743865967,1,11,,,,
,,1,11,0.1292727291584015,,,
3.6139235496520996,0.11999999731779099,2,17,,,,
,,2,17,0.10036363452672958,,,
,,3,18,,2.5030434131622314,0.12790000438690186,0.12790000438690186
