iteration,train_time_s,query_time_s,eig_time_s
0,21.8377,15.4047,
1,22.8258,15.4723,
2,23.5474,15.575,
3,24.5286,15.4963,
4,24.9705,15.5024,
5,25.8884,15.5751,
6,26.3626,15.4966,
7,28.0014,15.5931,
8,29.402,15.588,
9,29.0227,15.7143,
