iteration,train_time_s,query_time_s,eig_time_s
0,39.636,8.1911,
1,44.4214,7.9925,
2,45.9882,8.8656,
3,46.3967,8.0991,
4,47.5802,8.3584,
5,55.6183,8.3625,
6,48.5156,8.3628,
7,49.9652,8.1575,
8,54.1585,8.1407,
9,59.4742,8.0027,
