val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc
2.311429023742676,0.10360000282526016,0,5,,,,,,
,,0,5,0.10945454239845276,,,,,
2.28723406791687,0.11240000277757645,1,11,,,,,,
,,1,11,0.1125454530119896,,,,,
2.2343664169311523,0.18719999492168427,2,17,,,,,,
,,2,17,0.11727272719144821,,,,,
2.350123405456543,0.13920000195503235,3,23,,,,,,
,,3,23,0.12072727084159851,,,,,
2.85555362701416,0.12839999794960022,4,29,,,,,,
,,4,29,0.13727273046970367,,,,,
2.3214685916900635,0.20640000700950623,5,35,,,,,,
,,5,35,0.1472727209329605,,,,,
1.9461214542388916,0.22759999334812164,6,41,,,,,,
,,6,41,0.16909091174602509,,,,,
2.005391836166382,0.21480000019073486,7,47,,,,,,
,,7,47,0.17472727596759796,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,
,,8,49,,,,2.1725544929504395,,
1.891950249671936,0.25999999046325684,8,53,,,,,,
,,8,53,0.1929090917110443,,,,,
1.8437126874923706,0.29760000109672546,9,59,,,,,,
,,9,59,0.1865454614162445,,,,,
1.8461209535598755,0.27639999985694885,10,65,,,,,,
,,10,65,0.2043636292219162,,,,,
1.843624234199524,0.27799999713897705,11,71,,,,,,
,,11,71,0.21545454859733582,,,,,
1.9057424068450928,0.25760000944137573,12,77,,,,,,
,,12,77,0.21054545044898987,,,,,
2.0267410278320312,0.27639999985694885,13,83,,,,,,
,,13,83,0.22436363995075226,,,,,
1.9488763809204102,0.2879999876022339,14,89,,,,,,
,,14,89,0.22381818294525146,,,,,
1.7827500104904175,0.3352000117301941,15,95,,,,,,
,,15,95,0.2338181883096695,,,,,
,,,99,,0.09971150308006689,0.09971150308006689,,,
,,16,99,,,,2.0529074668884277,,
1.8228191137313843,0.2840000092983246,16,101,,,,,,
,,16,101,0.2407272756099701,,,,,
1.802378535270691,0.3019999861717224,17,107,,,,,,
,,17,107,0.2349090874195099,,,,,
1.9079246520996094,0.27880001068115234,18,113,,,,,,
,,18,113,0.24618181586265564,,,,,
2.2590465545654297,0.20679999887943268,19,119,,,,,,
,,19,119,0.24436363577842712,,,,,
2.12762451171875,0.20640000700950623,20,125,,,,,,
,,20,125,0.25200000405311584,,,,,
1.9342362880706787,0.2632000148296356,21,131,,,,,,
,,21,131,0.25309091806411743,,,,,
1.843441367149353,0.28839999437332153,22,137,,,,,,
,,22,137,0.24036364257335663,,,,,
1.674895167350769,0.3675999939441681,23,143,,,,,,
,,23,143,0.24727272987365723,,,,,
,,,149,,0.09850365444235881,0.09850365444235881,,,
,,24,149,,,,2.029529094696045,,
1.995937466621399,0.2831999957561493,24,149,,,,,,
,,24,149,0.26363635063171387,,,,,
1.8715845346450806,0.3124000132083893,25,155,,,,,,
,,25,155,0.2627272605895996,,,,,
