lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.07450820505619049,0,,,,,,
,,49,,0,0.6961208581924438,0.7540983557701111,,,,
,,49,,0,,,0.8525000214576721,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.4136281907558441,1,,,,,,
,,99,,1,0.7039178609848022,0.7704917788505554,,,,
,,99,,1,,,0.9150000214576721,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.12370677292346954,2,,,,,,
,,149,,2,0.5972350239753723,0.8196721076965332,,,,
,,149,,2,,,0.9449999928474426,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.07222047448158264,3,,,,,,
,,199,,3,0.6091398596763611,0.8196721076965332,,,,
,,199,,3,,,0.9424999952316284,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.7091764211654663,4,,,,,,
,,249,,4,0.5746601223945618,0.8196721076965332,,,,
,,249,,4,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.06898800283670425,5,,,,,,
,,299,,5,0.549961268901825,0.8196721076965332,,,,
,,299,,5,,,0.9424999952316284,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.21745991706848145,6,,,,,,
,,349,,6,0.5530156493186951,0.8196721076965332,,,,
,,349,,6,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.035709403455257416,7,,,,,,
,,399,,7,0.5391706228256226,0.8524590134620667,,,,
,,399,,7,,,0.9424999952316284,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.060184113681316376,8,,,,,,
,,449,,8,0.5519147515296936,0.8360655903816223,,,,
,,449,,8,,,0.9449999928474426,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.5095518827438354,9,,,,,,
,,499,,9,0.5673419237136841,0.8196721076965332,,,,
,,499,,9,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.04013112187385559,10,,,,,,
,,549,,10,0.5478324294090271,0.8360655903816223,,,,
,,549,,10,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.06287956237792969,11,,,,,,
,,599,,11,0.5448673963546753,0.8360655903816223,,,,
,,599,,11,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.08439803123474121,12,,,,,,
,,649,,12,0.5533945560455322,0.8360655903816223,,,,
,,649,,12,,,0.949999988079071,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.08556439727544785,13,,,,,,
,,699,,13,0.5436305403709412,0.8360655903816223,,,,
,,699,,13,,,0.9549999833106995,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,1.0018672943115234,14,,,,,,
,,749,,14,0.5474797487258911,0.8360655903816223,,,,
,,749,,14,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.23392173647880554,15,,,,,,
,,799,,15,0.552733302116394,0.8360655903816223,,,,
,,799,,15,,,0.9424999952316284,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.10788039863109589,16,,,,,,
,,849,,16,0.5426878333091736,0.8360655903816223,,,,
,,849,,16,,,0.9524999856948853,,,
,,850,,17,,,,0.24640776216983795,0.9324444532394409,0.426840215921402
