iteration,train_time_s,query_time_s,eig_time_s
0,27.9453,99.4984,84.3654
1,30.6762,154.4027,138.8541
2,32.2736,213.5416,197.6688
3,33.0143,265.0732,249.3142
4,33.1954,319.0096,303.122
5,34.5346,397.2595,381.2698
6,35.1166,460.1166,443.937
7,35.9676,517.4978,501.0968
8,37.4588,581.0366,564.3193
9,37.6926,648.6799,631.9206
