iteration,train_time_s,query_time_s,eig_time_s
0,27.7138,99.8071,84.3964
1,31.6898,156.2149,140.4894
2,31.5881,219.928,204.0399
3,33.0736,273.0164,256.894
4,33.3656,325.3608,309.0246
5,34.6832,413.0339,396.7148
6,35.2662,473.8865,457.3807
7,36.5724,533.1567,516.4943
8,37.73,596.2295,579.4753
9,38.1887,664.6764,647.7855
