iteration,train_time_s,query_time_s,eig_time_s
0,21.5233,90.5595,84.6578
1,22.7535,145.4813,139.4465
2,23.6905,209.2328,202.9679
3,24.6818,262.8234,256.3288
4,25.2814,315.2083,309.0097
5,26.2475,403.1699,396.7797
6,26.7463,463.0442,456.7133
7,27.6095,541.7623,535.0306
8,28.9182,625.104,618.0805
9,34.0059,680.0703,673.3886
