iteration,train_time_s,query_time_s,eig_time_s
0,27.9065,99.0616,84.2739
1,30.5543,153.95,138.7403
2,31.6312,212.8524,197.2722
3,33.44,265.4054,249.7887
4,33.4032,318.5199,302.6512
5,34.4408,397.8845,381.9103
6,34.915,459.7432,443.8638
7,35.8571,516.676,500.4512
8,37.241,580.9151,564.7562
9,37.9247,647.0478,630.5591
