iteration,train_time_s,query_time_s,eig_time_s
0,21.5531,6.8374,
1,22.6727,6.8008,
2,23.4176,6.8613,
3,24.3895,6.7749,
4,24.8764,6.7933,
5,25.9717,6.7989,
6,26.524,6.8671,
7,27.472,6.7658,
8,28.2777,6.7889,
9,30.0591,6.7941,
