iteration,train_time_s,query_time_s,eig_time_s
0,224.7513,63.3322,58.3298
1,224.777,111.5009,106.0787
2,224.3477,169.3429,163.8089
3,226.9066,220.7975,215.2645
4,227.5825,299.5485,293.8989
5,227.7981,362.304,356.6618
6,226.7753,427.6154,422.0926
7,226.7711,500.221,494.5292
8,229.6747,653.5377,648.0954
9,227.4917,761.1416,755.4828
