iteration,train_time_s,query_time_s,eig_time_s
0,21.4554,513.7844,
1,22.644,517.4804,
2,23.7428,515.4188,
3,24.6155,517.0152,
4,25.2462,531.4565,
5,26.0767,520.6178,
6,26.3779,521.9749,
7,27.3514,530.6556,
8,28.7318,524.0825,
9,28.9867,524.5174,
