iteration,train_time_s,query_time_s,eig_time_s
0,21.8302,90.6836,84.6707
1,23.1779,144.695,138.659
2,24.3607,203.4845,197.3578
3,25.0163,255.8644,249.6971
4,25.3358,308.9587,302.7128
5,26.5753,387.4549,381.0216
6,27.0532,449.981,443.7238
7,28.0342,507.0725,500.6023
8,29.2206,570.5054,564.2174
9,29.1492,638.048,631.7533
