iteration,train_time_s,query_time_s,eig_time_s
0,22.0784,94.0248,
1,23.6099,149.4123,
2,24.3496,212.2845,
3,24.9214,265.6687,
4,25.7993,320.24,
5,26.607,407.1511,
6,27.1057,466.891,
7,27.9982,526.4705,
8,29.0026,589.7681,
9,29.6372,657.5012,
