iteration,train_time_s,query_time_s,eig_time_s
0,21.4042,4.804,
1,22.3792,4.8346,
2,23.2107,4.7461,
3,24.6286,4.7578,
4,24.5919,4.7878,
5,25.7176,4.7616,
6,26.2181,4.76,
7,27.4757,4.735,
8,28.3603,4.7602,
9,28.8576,4.7461,
