iteration,train_time_s,query_time_s,eig_time_s
0,21.4402,15.5065,
1,22.6617,15.5172,
2,23.366,15.4764,
3,24.3953,15.6031,
4,24.9034,15.549,
5,25.594,15.5589,
6,26.2373,15.7267,
7,27.2381,15.7046,
8,28.4898,15.6928,
9,29.8922,15.7579,
