iteration,train_time_s,query_time_s,eig_time_s
0,21.6768,89.901,84.3035
1,22.728,144.2874,138.4068
2,23.6785,202.9566,197.0129
3,24.7796,255.7412,249.8561
4,25.1075,308.8314,302.7892
5,26.6671,387.5266,381.5867
6,27.3099,449.5464,443.6327
7,27.9475,505.4201,499.516
8,28.7364,570.4626,564.3754
9,29.6209,637.3783,631.1977
