iteration,train_time_s,query_time_s,eig_time_s
0,27.3874,77.9416,62.6572
1,30.0439,152.8714,137.1637
2,31.2876,211.7734,195.8388
3,32.3417,266.7813,250.7059
4,32.9574,323.86,307.5225
5,34.4247,398.8496,382.4358
6,35.1076,463.3619,446.9144
7,35.8745,526.1092,509.5502
8,37.0437,588.408,571.6665
9,37.6796,670.1439,652.8996
