iteration,train_time_s,query_time_s,eig_time_s
0,21.3136,89.6874,84.0546
1,22.6786,144.2148,138.3077
2,23.6784,201.9605,195.9399
3,24.5685,256.1545,250.2068
4,25.0239,309.8756,303.7583
5,26.1484,393.7405,387.849
6,26.6187,454.9874,448.3844
7,27.5637,513.2498,507.2864
8,28.8724,576.835,570.7805
9,29.3936,649.7704,643.7168
