lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,49,0.7161222100257874,0,,,,,,,,,,,,,,,,,,
,,99,0.9657720327377319,0,,,,,,,,,,,,,,,,,,
,,149,1.480101227760315,0,,,,,,,,,,,,,,,,,,
,,199,0.6216242909431458,0,,,,,,,,,,,,,,,,,,
,,218,,0,0.6248782277107239,0.8181425929069519,nan,0.8799999952316284,0.41654205322265625,0.4200071692466736,,,,,,,,,,,,
,,218,,0,,,,,,,0.7540480494499207,0.4140028953552246,0.7879999876022339,0.41518712043762207,0.40724343061447144,,,,,,,
0.0001442986898059786,0.0001442986898059786,219,,,,,,,,,,,,,,,,,,,,
,,249,0.5323008894920349,1,,,,,,,,,,,,,,,,,,
,,299,1.9499289989471436,1,,,,,,,,,,,,,,,,,,
,,349,0.3758491277694702,1,,,,,,,,,,,,,,,,,,
,,399,0.38062864542007446,1,,,,,,,,,,,,,,,,,,
,,437,,1,0.3039852976799011,0.9032893180847168,nan,0.9340000152587891,0.5210922360420227,0.5351535081863403,,,,,,,,,,,,
,,437,,1,,,,,,,0.8317996859550476,0.4774858057498932,0.8240000009536743,0.5145173668861389,0.4881249964237213,,,,,,,
0.0001442986898059786,0.0001442986898059786,438,,,,,,,,,,,,,,,,,,,,
,,449,1.7652324438095093,2,,,,,,,,,,,,,,,,,,
,,499,0.9948529601097107,2,,,,,,,,,,,,,,,,,,
,,549,0.4669598340988159,2,,,,,,,,,,,,,,,,,,
,,599,0.9860280752182007,2,,,,,,,,,,,,,,,,,,
,,649,1.9635921716690063,2,,,,,,,,,,,,,,,,,,
,,656,,2,0.33230867981910706,0.953495979309082,nan,0.9319999814033508,0.5568124055862427,0.5622341632843018,,,,,,,,,,,,
,,656,,2,,,,,,,0.878167450428009,0.5106974244117737,0.852571427822113,0.5369693040847778,0.5132348537445068,,,,,,,
0.0001442986898059786,0.0001442986898059786,657,,,,,,,,,,,,,,,,,,,,
,,699,0.45476624369621277,3,,,,,,,,,,,,,,,,,,
,,749,1.1068991422653198,3,,,,,,,,,,,,,,,,,,
,,799,0.35963988304138184,3,,,,,,,,,,,,,,,,,,
,,849,1.047441840171814,3,,,,,,,,,,,,,,,,,,
,,875,,3,0.25348588824272156,0.9154141545295715,nan,0.9419999718666077,0.5435920357704163,0.5597885251045227,,,,,,,,,,,,
,,875,,3,,,,,,,0.8651328086853027,0.5047922730445862,0.842285692691803,0.53107088804245,0.5014546513557434,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,876,,,,,,,,,,,,,,,,,,,,
,,899,0.1703275591135025,4,,,,,,,,,,,,,,,,,,
,,949,0.5982018709182739,4,,,,,,,,,,,,,,,,,,
,,999,0.8830657005310059,4,,,,,,,,,,,,,,,,,,
,,1049,0.2512902617454529,4,,,,,,,,,,,,,,,,,,
,,1094,,4,0.258929967880249,0.9433538317680359,nan,0.9399999976158142,0.5424620509147644,0.5667959451675415,,,,,,,,,,,,
,,1094,,4,,,,,,,0.9066748023033142,0.5632809400558472,0.8788571357727051,0.590488851070404,0.5602208375930786,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1095,,,,,,,,,,,,,,,,,,,,
,,1099,0.6868080496788025,5,,,,,,,,,,,,,,,,,,
,,1149,1.8726708889007568,5,,,,,,,,,,,,,,,,,,
,,1199,0.4147484600543976,5,,,,,,,,,,,,,,,,,,
,,1249,2.0952184200286865,5,,,,,,,,,,,,,,,,,,
,,1299,0.758712887763977,5,,,,,,,,,,,,,,,,,,
,,1313,,5,0.3028632700443268,0.9341155290603638,nan,0.9359999895095825,0.5415372252464294,0.553970456123352,,,,,,,,,,,,
,,1313,,5,,,,,,,0.9061859250068665,0.5614476203918457,0.8777142763137817,0.5745409727096558,0.5496507883071899,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1314,,,,,,,,,,,,,,,,,,,,
,,1349,0.45821288228034973,6,,,,,,,,,,,,,,,,,,
,,1399,0.3371065557003021,6,,,,,,,,,,,,,,,,,,
,,1449,1.7541685104370117,6,,,,,,,,,,,,,,,,,,
,,1499,2.603837490081787,6,,,,,,,,,,,,,,,,,,
,,1532,,6,0.2900329828262329,0.9258638620376587,nan,0.9340000152587891,0.5215372443199158,0.536900520324707,,,,,,,,,,,,
,,1532,,6,,,,,,,0.9254981875419617,0.6337230205535889,0.8799999952316284,0.6075814962387085,0.5843867063522339,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1533,,,,,,,,,,,,,,,,,,,,
,,1549,1.3834636211395264,7,,,,,,,,,,,,,,,,,,
,,1599,1.0808013677597046,7,,,,,,,,,,,,,,,,,,
,,1649,0.7204769849777222,7,,,,,,,,,,,,,,,,,,
,,1699,1.9035532474517822,7,,,,,,,,,,,,,,,,,,
,,1749,0.46377676725387573,7,,,,,,,,,,,,,,,,,,
,,1751,,7,0.2970818281173706,0.9555819630622864,nan,0.9340000152587891,0.5399622917175293,0.5495566129684448,,,,,,,,,,,,
,,1751,,7,,,,,,,0.918339729309082,0.6574727296829224,0.8834285736083984,0.6252877116203308,0.6067911982536316,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,1752,,,,,,,,,,,,,,,,,,,,
,,1799,1.2705132961273193,8,,,,,,,,,,,,,,,,,,
,,1849,0.48913416266441345,8,,,,,,,,,,,,,,,,,,
,,1899,0.9953179955482483,8,,,,,,,,,,,,,,,,,,
,,1949,0.43109795451164246,8,,,,,,,,,,,,,,,,,,
,,1970,,8,0.2863227427005768,0.951390266418457,nan,0.9340000152587891,0.5399622917175293,0.5509337186813354,,,,,,,,,,,,
,,1970,,8,,,,,,,0.902923583984375,0.6291197538375854,0.8805714249610901,0.6138383150100708,0.5855510830879211,,,,,,,
