val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc
2.306227922439575,0.10000000149011612,0,5,,,,,,
,,0,5,0.10599999874830246,,,,,
2.2875163555145264,0.12800000607967377,1,11,,,,,,
,,1,11,0.12545454502105713,,,,,
2.26442289352417,0.17599999904632568,2,17,,,,,,
,,2,17,0.15854544937610626,,,,,
2.2936832904815674,0.164000004529953,3,23,,,,,,
,,3,23,0.1836363673210144,,,,,
2.62204909324646,0.11999999731779099,4,29,,,,,,
,,4,29,0.2083636373281479,,,,,
2.764037609100342,0.14800000190734863,5,35,,,,,,
,,5,35,0.23981818556785583,,,,,
4.190249919891357,0.13600000739097595,6,41,,,,,,
,,6,41,0.25836363434791565,,,,,
2.464385747909546,0.2639999985694885,7,47,,,,,,
,,7,47,0.29018181562423706,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,
,,8,49,,,,2.017073631286621,,
2.89816951751709,0.2240000069141388,8,53,,,,,,
,,8,53,0.31218183040618896,,,,,
2.758039951324463,0.2240000069141388,9,59,,,,,,
,,9,59,0.35254544019699097,,,,,
2.1186904907226562,0.31200000643730164,10,65,,,,,,
,,10,65,0.32290908694267273,,,,,
2.63131046295166,0.19599999487400055,11,71,,,,,,
,,11,71,0.3838181793689728,,,,,
3.2128372192382812,0.20000000298023224,12,77,,,,,,
,,12,77,0.39290907979011536,,,,,
2.429915428161621,0.2720000147819519,13,83,,,,,,
,,13,83,0.4267272651195526,,,,,
2.421865701675415,0.2759999930858612,14,89,,,,,,
,,14,89,0.47309091687202454,,,,,
2.6878299713134766,0.20399999618530273,15,95,,,,,,
,,15,95,0.47890910506248474,,,,,
,,,99,,0.09971150308006689,0.09971150308006689,,,
,,16,99,,,,1.490185022354126,,
2.7403647899627686,0.2919999957084656,16,101,,,,,,
,,16,101,0.47563636302948,,,,,
2.4474902153015137,0.29600000381469727,17,107,,,,,,
,,17,107,0.5080000162124634,,,,,
3.3717689514160156,0.29600000381469727,18,113,,,,,,
,,18,113,0.5094545483589172,,,,,
2.568211078643799,0.2800000011920929,19,119,,,,,,
,,19,119,0.5738182067871094,,,,,
2.1825413703918457,0.3479999899864197,20,125,,,,,,
,,20,125,0.5465454459190369,,,,,
2.3542513847351074,0.2720000147819519,21,131,,,,,,
,,21,131,0.5892727375030518,,,,,
2.576894521713257,0.3199999928474426,22,137,,,,,,
,,22,137,0.6078181862831116,,,,,
3.03702974319458,0.2720000147819519,23,143,,,,,,
,,23,143,0.6294545531272888,,,,,
,,,149,,0.09850365444235881,0.09850365444235881,,,
,,24,149,,,,1.058052659034729,,
2.8980507850646973,0.2680000066757202,24,149,,,,,,
,,24,149,0.6329091191291809,,,,,
2.9395148754119873,0.25600001215934753,25,155,,,,,,
,,25,155,0.606181800365448,,,,,
3.429971694946289,0.30399999022483826,26,161,,,,,,
,,26,161,0.6585454344749451,,,,,
3.2269985675811768,0.2919999957084656,27,167,,,,,,
,,27,167,0.6450909376144409,,,,,
2.528104782104492,0.37599998712539673,28,173,,,,,,
,,28,173,0.6672727465629578,,,,,
2.711122751235962,0.3199999928474426,29,179,,,,,,
,,29,179,0.6887272596359253,,,,,
2.8578341007232666,0.35199999809265137,30,185,,,,,,
,,30,185,0.7139999866485596,,,,,
3.6454858779907227,0.2879999876022339,31,191,,,,,,
,,31,191,0.7021818161010742,,,,,
2.7364556789398193,0.3479999899864197,32,197,,,,,,
,,32,197,0.7474545240402222,,,,,
,,,199,,0.09637637874149779,0.09637637874149779,,,
,,33,199,,,,0.669560432434082,,
3.465066909790039,0.2680000066757202,33,203,,,,,,
,,33,203,0.7452727556228638,,,,,
2.812997579574585,0.328000009059906,34,209,,,,,,
,,34,209,0.7554545402526855,,,,,
2.882998466491699,0.3799999952316284,35,215,,,,,,
,,35,215,0.7540000081062317,,,,,
4.348027229309082,0.30000001192092896,36,221,,,,,,
,,36,221,0.7810909152030945,,,,,
4.660055637359619,0.24799999594688416,37,227,,,,,,
,,37,227,0.7739999890327454,,,,,
4.3666815757751465,0.2919999957084656,38,233,,,,,,
,,38,233,0.7852727174758911,,,,,
3.1245946884155273,0.3479999899864197,39,239,,,,,,
,,39,239,0.7767272591590881,,,,,
2.6267614364624023,0.3880000114440918,40,245,,,,,,
,,40,245,0.7794545292854309,,,,,
,,,249,,0.09337000025557476,0.09337000025557476,,,
,,41,249,,,,0.5141415596008301,,
2.4804677963256836,0.3720000088214874,41,251,,,,,,
,,41,251,0.795272707939148,,,,,
8.860901832580566,0.19200000166893005,42,257,,,,,,
,,42,257,0.7927272915840149,,,,,
2.910508394241333,0.25600001215934753,43,263,,,,,,
,,43,263,0.6478182077407837,,,,,
3.290239095687866,0.3319999873638153,44,269,,,,,,
,,44,269,0.7443636655807495,,,,,
2.9922657012939453,0.31200000643730164,45,275,,,,,,
,,45,275,0.807272732257843,,,,,
3.1220033168792725,0.3400000035762787,46,281,,,,,,
,,46,281,0.7674545645713806,,,,,
2.945310592651367,0.40400001406669617,47,287,,,,,,
,,47,287,0.8085454702377319,,,,,
3.212850570678711,0.3319999873638153,48,293,,,,,,
,,48,293,0.8290908932685852,,,,,
,,,299,,0.08954150738626414,0.08954150738626414,,,
,,49,299,,,,0.3855842053890228,,
2.933976650238037,0.3959999978542328,49,299,,,,,,
,,49,299,0.852545440196991,,,,,
3.9478795528411865,0.3720000088214874,50,305,,,,,,
,,50,305,0.8234545588493347,,,,,
3.6263327598571777,0.3319999873638153,51,311,,,,,,
,,51,311,0.8379999995231628,,,,,
2.412855386734009,0.4320000112056732,52,317,,,,,,
,,52,317,0.832909107208252,,,,,
2.772028923034668,0.36800000071525574,53,323,,,,,,
,,53,323,0.8421818017959595,,,,,
2.9437811374664307,0.35600000619888306,54,329,,,,,,
,,54,329,0.8727272748947144,,,,,
3.367142915725708,0.3199999928474426,55,335,,,,,,
,,55,335,0.8823636174201965,,,,,
3.655308485031128,0.35199999809265137,56,341,,,,,,
,,56,341,0.8529090881347656,,,,,
2.4583568572998047,0.41600000858306885,57,347,,,,,,
,,57,347,0.8956363797187805,,,,,
,,,349,,0.0849634723963284,0.0849634723963284,,,
,,58,349,,,,0.45952025055885315,,
2.5151784420013428,0.4000000059604645,58,353,,,,,,
,,58,353,0.8665454387664795,,,,,
2.8255765438079834,0.3799999952316284,59,359,,,,,,
,,59,359,0.8812727332115173,,,,,
3.496145248413086,0.3400000035762787,60,365,,,,,,
,,60,365,0.8740000128746033,,,,,
3.0604100227355957,0.4480000138282776,61,371,,,,,,
,,61,371,0.8807272911071777,,,,,
2.654109477996826,0.3199999928474426,62,377,,,,,,
,,62,377,0.901272714138031,,,,,
3.283064842224121,0.41600000858306885,63,383,,,,,,
,,63,383,0.8880000114440918,,,,,
3.463430404663086,0.3720000088214874,64,389,,,,,,
,,64,389,0.8930909037590027,,,,,
3.0700628757476807,0.40799999237060547,65,395,,,,,,
,,65,395,0.8949090838432312,,,,,
,,,399,,0.07972267574208991,0.07972267574208991,,,
,,66,399,,,,0.2856820225715637,,
2.8198368549346924,0.3880000114440918,66,401,,,,,,
,,66,401,0.9100000262260437,,,,,
3.820976734161377,0.3199999928474426,67,407,,,,,,
,,67,407,0.8920000195503235,,,,,
3.2401342391967773,0.35199999809265137,68,413,,,,,,
,,68,413,0.8934545516967773,,,,,
4.2454609870910645,0.3799999952316284,69,419,,,,,,
,,69,419,0.8447272777557373,,,,,
2.6031956672668457,0.4320000112056732,70,425,,,,,,
,,70,425,0.8865454792976379,,,,,
3.6084086894989014,0.35600000619888306,71,431,,,,,,
,,71,431,0.9065454602241516,,,,,
4.038884162902832,0.3240000009536743,72,437,,,,,,
,,72,437,0.9036363363265991,,,,,
3.143515110015869,0.41200000047683716,73,443,,,,,,
,,73,443,0.8912727236747742,,,,,
,,,449,,0.07391846107779047,0.07391846107779047,,,
,,74,449,,,,0.28775137662887573,,
2.8680553436279297,0.4000000059604645,74,449,,,,,,
,,74,449,0.8941818475723267,,,,,
3.9962265491485596,0.3160000145435333,75,455,,,,,,
,,75,455,0.9110909104347229,,,,,
3.3762123584747314,0.40400001406669617,76,461,,,,,,
,,76,461,0.8952727317810059,,,,,
3.369006395339966,0.36000001430511475,77,467,,,,,,
,,77,467,0.906181812286377,,,,,
3.4172987937927246,0.4000000059604645,78,473,,,,,,
,,78,473,0.9089090824127197,,,,,
2.2508015632629395,0.42399999499320984,79,479,,,,,,
,,79,479,0.913454532623291,,,,,
2.5737476348876953,0.4000000059604645,80,485,,,,,,
,,80,485,0.9194545745849609,,,,,
3.351046323776245,0.36399999260902405,81,491,,,,,,
,,81,491,0.9365454316139221,,,,,
3.15704345703125,0.4320000112056732,82,497,,,,,,
,,82,497,0.9296363592147827,,,,,
,,,499,,0.0676608521140981,0.0676608521140981,,,
,,83,499,,,,0.21735265851020813,,
2.883481502532959,0.3919999897480011,83,503,,,,,,
,,83,503,0.9281818270683289,,,,,
2.5839555263519287,0.4359999895095825,84,509,,,,,,
,,84,509,0.9307272434234619,,,,,
2.4428484439849854,0.4560000002384186,85,515,,,,,,
,,85,515,0.9338181614875793,,,,,
3.302206039428711,0.36000001430511475,86,521,,,,,,
,,86,521,0.9034545421600342,,,,,
2.442091464996338,0.41200000047683716,87,527,,,,,,
,,87,527,0.9243636131286621,,,,,
4.0218353271484375,0.3479999899864197,88,533,,,,,,
,,88,533,0.9227272868156433,,,,,
3.064197540283203,0.35600000619888306,89,539,,,,,,
,,89,539,0.9287272691726685,,,,,
2.4791812896728516,0.4320000112056732,90,545,,,,,,
,,90,545,0.9319999814033508,,,,,
,,,549,,0.06106846702727173,0.06106846702727173,,,
,,91,549,,,,0.21208599209785461,,
2.474961280822754,0.48399999737739563,91,551,,,,,,
,,91,551,0.9283636212348938,,,,,
2.613405227661133,0.4359999895095825,92,557,,,,,,
,,92,557,0.9369090795516968,,,,,
2.82503080368042,0.4359999895095825,93,563,,,,,,
,,93,563,0.9279999732971191,,,,,
3.1661226749420166,0.3880000114440918,94,569,,,,,,
,,94,569,0.9247272610664368,,,,,
2.750286102294922,0.3959999978542328,95,575,,,,,,
,,95,575,0.9330909252166748,,,,,
3.3916969299316406,0.3919999897480011,96,581,,,,,,
,,96,581,0.9383636116981506,,,,,
2.9572677612304688,0.4440000057220459,97,587,,,,,,
,,97,587,0.9329090714454651,,,,,
2.711336374282837,0.42800000309944153,98,593,,,,,,
,,98,593,0.9381818175315857,,,,,
,,,599,,0.05426626995309123,0.05426626995309123,,,
,,99,599,,,,0.15560434758663177,,
2.5513997077941895,0.41600000858306885,99,599,,,,,,
,,99,599,0.9450908899307251,,,,,
2.5762455463409424,0.3720000088214874,100,605,,,,,,
,,100,605,0.9458181858062744,,,,,
2.6667497158050537,0.3880000114440918,101,611,,,,,,
,,101,611,0.9429090619087219,,,,,
2.4724247455596924,0.46000000834465027,102,617,,,,,,
,,102,617,0.95127272605896,,,,,
2.598444938659668,0.4000000059604645,103,623,,,,,,
,,103,623,0.9480000138282776,,,,,
3.223032236099243,0.3919999897480011,104,629,,,,,,
,,104,629,0.9496363401412964,,,,,
2.874678611755371,0.3840000033378601,105,635,,,,,,
,,105,635,0.9421818256378174,,,,,
3.45932674407959,0.3919999897480011,106,641,,,,,,
,,106,641,0.947454571723938,,,,,
3.021047353744507,0.40400001406669617,107,647,,,,,,
,,107,647,0.9521818161010742,,,,,
,,,649,,0.04738320218785281,0.04738320218785281,,,
,,108,649,,,,0.14435642957687378,,
2.4989888668060303,0.40799999237060547,108,653,,,,,,
,,108,653,0.9590908885002136,,,,,
2.744715929031372,0.42399999499320984,109,659,,,,,,
,,109,659,0.9521818161010742,,,,,
3.5461151599884033,0.41999998688697815,110,665,,,,,,
,,110,665,0.9447273015975952,,,,,
2.4847803115844727,0.4519999921321869,111,671,,,,,,
,,111,671,0.9545454382896423,,,,,
2.5504276752471924,0.41200000047683716,112,677,,,,,,
,,112,677,0.9530909061431885,,,,,
2.514887809753418,0.4519999921321869,113,683,,,,,,
,,113,683,0.9509090781211853,,,,,
2.449376106262207,0.4399999976158142,114,689,,,,,,
,,114,689,0.9574545621871948,,,,,
2.64754056930542,0.40799999237060547,115,695,,,,,,
,,115,695,0.9559999704360962,,,,,
,,,699,,0.040549737998982996,0.040549737998982996,,,
,,116,699,,,,0.15178263187408447,,
2.5167598724365234,0.4560000002384186,116,701,,,,,,
,,116,701,0.9539999961853027,,,,,
2.410219669342041,0.47600001096725464,117,707,,,,,,
,,117,707,0.9618181586265564,,,,,
3.007601499557495,0.47600001096725464,118,713,,,,,,
,,118,713,0.9590908885002136,,,,,
2.768768548965454,0.42800000309944153,119,719,,,,,,
,,119,719,0.9556363821029663,,,,,
2.3716166019439697,0.4959999918937683,120,725,,,,,,
,,120,725,0.9690909385681152,,,,,
2.5925159454345703,0.4359999895095825,121,731,,,,,,
,,121,731,0.9603636264801025,,,,,
2.345268964767456,0.46000000834465027,122,737,,,,,,
,,122,737,0.9641818404197693,,,,,
2.606672763824463,0.40799999237060547,123,743,,,,,,
,,123,743,0.9692727327346802,,,,,
,,,749,,0.03389541137691129,0.03389541137691129,,,
,,124,749,,,,0.0878099724650383,,
2.697028636932373,0.40799999237060547,124,749,,,,,,
,,124,749,0.9645454287528992,,,,,
2.5470664501190186,0.46399998664855957,125,755,,,,,,
,,125,755,0.9663636088371277,,,,,
2.638869047164917,0.47999998927116394,126,761,,,,,,
,,126,761,0.9681817889213562,,,,,
2.6476192474365234,0.4519999921321869,127,767,,,,,,
,,127,767,0.9681817889213562,,,,,
2.385960340499878,0.5040000081062317,128,773,,,,,,
,,128,773,0.9710909128189087,,,,,
2.210537910461426,0.47600001096725464,129,779,,,,,,
,,129,779,0.9727272987365723,,,,,
2.26253604888916,0.4560000002384186,130,785,,,,,,
,,130,785,0.9716363549232483,,,,,
2.42411470413208,0.46799999475479126,131,791,,,,,,
,,131,791,0.9716363549232483,,,,,
2.248521327972412,0.47600001096725464,132,797,,,,,,
,,132,797,0.9700000286102295,,,,,
,,,799,,0.027546360610674493,0.027546360610674493,,,
,,133,799,,,,0.12648579478263855,,
2.3893916606903076,0.41600000858306885,133,803,,,,,,
,,133,803,0.9685454368591309,,,,,
2.3391597270965576,0.4480000138282776,134,809,,,,,,
,,134,809,0.9758181571960449,,,,,
2.603830099105835,0.4320000112056732,135,815,,,,,,
,,135,815,0.9739999771118164,,,,,
2.3011958599090576,0.4320000112056732,136,821,,,,,,
,,136,821,0.9749090671539307,,,,,
2.4247243404388428,0.4880000054836273,137,827,,,,,,
,,137,827,0.9758181571960449,,,,,
2.096956491470337,0.492000013589859,138,833,,,,,,
,,138,833,0.9798181653022766,,,,,
2.1665282249450684,0.5199999809265137,139,839,,,,,,
,,139,839,0.9805454611778259,,,,,
2.1699888706207275,0.492000013589859,140,845,,,,,,
,,140,845,0.9796363711357117,,,,,
,,,849,,0.021622937231861823,0.021622937231861823,,,
,,141,849,,,,0.08481474220752716,,
2.4152188301086426,0.47200000286102295,141,851,,,,,,
,,141,851,0.9770908951759338,,,,,
2.404585361480713,0.4399999976158142,142,857,,,,,,
,,142,857,0.9807272553443909,,,,,
2.3560376167297363,0.5120000243186951,143,863,,,,,,
,,143,863,0.9776363372802734,,,,,
2.2932350635528564,0.4880000054836273,144,869,,,,,,
,,144,869,0.9834545254707336,,,,,
2.4913060665130615,0.4480000138282776,145,875,,,,,,
,,145,875,0.9785454273223877,,,,,
2.4282376766204834,0.4399999976158142,146,881,,,,,,
,,146,881,0.9770908951759338,,,,,
2.469071388244629,0.47200000286102295,147,887,,,,,,
,,147,887,0.9812727570533752,,,,,
2.294923782348633,0.4959999918937683,148,893,,,,,,
,,148,893,0.9823636412620544,,,,,
,,,899,,0.016237424651354488,0.016237424651354488,,,
,,149,899,,,,0.09130977094173431,,
2.235389232635498,0.5199999809265137,149,899,,,,,,
,,149,899,0.9834545254707336,,,,,
2.0863966941833496,0.5040000081062317,150,905,,,,,,
,,150,905,0.9823636412620544,,,,,
2.1655728816986084,0.5,151,911,,,,,,
,,151,911,0.9838181734085083,,,,,
2.148233652114868,0.515999972820282,152,917,,,,,,
,,152,917,0.9852727055549622,,,,,
2.152531623840332,0.5120000243186951,153,923,,,,,,
,,153,923,0.9847272634506226,,,,,
2.1513729095458984,0.4880000054836273,154,929,,,,,,
,,154,929,0.9858182072639465,,,,,
2.160489797592163,0.5040000081062317,155,935,,,,,,
,,155,935,0.984000027179718,,,,,
2.021465301513672,0.5360000133514404,156,941,,,,,,
,,156,941,0.9847272634506226,,,,,
2.132357597351074,0.5120000243186951,157,947,,,,,,
,,157,947,0.9872727394104004,,,,,
,,,949,,0.011491909733995899,0.011491909733995899,,,
,,158,949,,,,0.04206850379705429,,
2.039663076400757,0.5,158,953,,,,,,
,,158,953,0.9869090914726257,,,,,
2.0116126537323,0.527999997138977,159,959,,,,,,
,,159,959,0.9881818294525146,,,,,
1.9967827796936035,0.515999972820282,160,965,,,,,,
,,160,965,0.98781818151474,,,,,
2.017350673675537,0.527999997138977,161,971,,,,,,
,,161,971,0.9887272715568542,,,,,
1.9967485666275024,0.5199999809265137,162,977,,,,,,
,,162,977,0.9870908856391907,,,,,
2.012572765350342,0.5199999809265137,163,983,,,,,,
,,163,983,0.9912727475166321,,,,,
2.130380153656006,0.5,164,989,,,,,,
,,164,989,0.9879999756813049,,,,,
2.0645763874053955,0.4880000054836273,165,995,,,,,,
,,165,995,0.9901818037033081,,,,,
,,,999,,0.007476347657262456,0.007476347657262456,,,
,,166,999,,,,0.025716299191117287,,
2.0049819946289062,0.5040000081062317,166,1001,,,,,,
,,166,1001,0.9885454773902893,,,,,
2.014590263366699,0.5239999890327454,167,1007,,,,,,
,,167,1007,0.9896363615989685,,,,,
2.0518226623535156,0.5199999809265137,168,1013,,,,,,
,,168,1013,0.9912727475166321,,,,,
2.0271477699279785,0.5080000162124634,169,1019,,,,,,
,,169,1019,0.9929090738296509,,,,,
2.017033338546753,0.5440000295639038,170,1025,,,,,,
,,170,1025,0.9910908937454224,,,,,
