iteration,train_time_s,query_time_s,eig_time_s
0,38.0316,6.1002,
1,44.1852,5.9185,
2,44.1626,6.0165,
3,40.7908,5.9762,
4,43.3462,6.1334,
5,44.6191,5.8842,
6,45.0261,5.8047,
7,46.7036,5.8209,
8,51.5804,5.8171,
9,48.9784,5.8575,
