lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,epoch,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,
,,1,1.6035767793655396,0.3426145613193512,nan,0.014000000432133675,0.2199999988079071,0.012234298512339592,0,,,,,,,,,,,,
,,1,,,,,,,0,0.21904762089252472,nan,0.0,nan,nan,,,,,,,
0.0001442986898059786,0.0001442986898059786,2,,,,,,,,,,,,,,,,,,,
,,3,1.61220383644104,0.3637681007385254,nan,0.019999999552965164,0.20000000298023224,0.007858546450734138,1,,,,,,,,,,,,
,,3,,,,,,,1,0.3809523582458496,nan,0.30000001192092896,nan,nan,,,,,,,
0.0001442986898059786,0.0001442986898059786,4,,,,,,,,,,,,,,,,,,,
,,5,1.612196922302246,0.669064462184906,nan,0.019999999552965164,0.20000000298023224,0.007843137718737125,2,,,,,,,,,,,,
,,5,,,,,,,2,0.3809523582458496,nan,0.5,nan,nan,,,,,,,
0.0001442986898059786,0.0001442986898059786,6,,,,,,,,,,,,,,,,,,,
,,7,1.600691556930542,0.6691085696220398,nan,0.019999999552965164,0.20000000298023224,0.007843137718737125,3,,,,,,,,,,,,
,,7,,,,,,,3,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,8,,,,,,,,,,,,,,,,,,,
,,9,1.5911827087402344,0.6656376719474792,nan,0.019999999552965164,0.20000000298023224,0.007858546450734138,4,,,,,,,,,,,,
,,9,,,,,,,4,0.4000000059604645,nan,0.8999999761581421,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,10,,,,,,,,,,,,,,,,,,,
,,11,1.5786460638046265,0.6619904637336731,nan,0.019999999552965164,0.20000000298023224,0.007858546450734138,5,,,,,,,,,,,,
,,11,,,,,,,5,0.4000000059604645,nan,0.8999999761581421,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,12,,,,,,,,,,,,,,,,,,,
,,13,1.5631455183029175,0.6599732637405396,nan,0.019999999552965164,0.20000000298023224,0.007920792326331139,6,,,,,,,,,,,,
,,13,,,,,,,6,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,14,,,,,,,,,,,,,,,,,,,
,,15,1.5417394638061523,0.656183660030365,nan,0.02199999988079071,0.20068493485450745,0.009359764866530895,7,,,,,,,,,,,,
,,15,,,,,,,7,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,16,,,,,,,,,,,,,,,,,,,
,,17,1.5195972919464111,0.6568946242332458,nan,0.04399999976158142,0.18890410661697388,0.023749999701976776,8,,,,,,,,,,,,
,,17,,,,,,,8,0.4000000059604645,nan,0.800000011920929,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,18,,,,,,,,,,,,,,,,,,,
,,19,1.4960097074508667,0.6546913981437683,nan,0.23600000143051147,0.2489583045244217,0.16507403552532196,9,,,,,,,,,,,,
,,19,,,,,,,9,0.4000000059604645,nan,0.800000011920929,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,20,,,,,,,,,,,,,,,,,,,
,,21,1.4685810804367065,0.648075520992279,nan,0.4359999895095825,0.30685704946517944,0.2548345625400543,10,,,,,,,,,,,,
,,21,,,,,,,10,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,22,,,,,,,,,,,,,,,,,,,
,,23,1.4267977476119995,0.6552373766899109,nan,0.6359999775886536,0.37624022364616394,0.32484325766563416,11,,,,,,,,,,,,
,,23,,,,,,,11,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,24,,,,,,,,,,,,,,,,,,,
,,25,1.3845182657241821,0.6625476479530334,nan,0.7059999704360962,0.40110284090042114,0.3454342186450958,12,,,,,,,,,,,,
,,25,,,,,,,12,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,26,,,,,,,,,,,,,,,,,,,
,,27,1.3466038703918457,0.6745100021362305,nan,0.7400000095367432,0.39788171648979187,0.35304561257362366,13,,,,,,,,,,,,
,,27,,,,,,,13,0.380952388048172,nan,0.800000011920929,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,28,,,,,,,,,,,,,,,,,,,
,,29,1.309371829032898,0.6831661462783813,nan,0.7580000162124634,0.3856210708618164,0.35330498218536377,14,,,,,,,,,,,,
,,29,,,,,,,14,0.4000000059604645,nan,0.8999999761581421,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,30,,,,,,,,,,,,,,,,,,,
,,31,1.2708064317703247,0.6971874237060547,nan,0.7699999809265137,0.39062070846557617,0.35632163286209106,15,,,,,,,,,,,,
,,31,,,,,,,15,0.4000000059604645,nan,0.8999999761581421,nan,nan,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,32,,,,,,,,,,,,,,,,,,,
,,33,1.2296874523162842,0.7074059844017029,nan,0.7879999876022339,0.3972300887107849,0.361937940120697,16,,,,,,,,,,,,
,,33,,,,,,,16,0.4000000059604645,nan,1.0,nan,nan,,,,,,,
,,34,,,,,,,17,,,,,,1.394081950187683,0.7226781249046326,nan,0.6980000138282776,0.3810206353664398,0.33876436948776245,0.3810206651687622
