lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.44594743847846985,0,,,,,,
,,49,,0,0.48833709955215454,0.875,,,,
,,49,,0,,,0.8575000166893005,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.16328565776348114,1,,,,,,
,,99,,1,0.3908112049102783,0.875,,,,
,,99,,1,,,0.925000011920929,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.0799034833908081,2,,,,,,
,,149,,2,0.29898709058761597,0.8928571343421936,,,,
,,149,,2,,,0.9300000071525574,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.047956421971321106,3,,,,,,
,,199,,3,0.3974173367023468,0.875,,,,
,,199,,3,,,0.9225000143051147,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.08484962582588196,4,,,,,,
,,249,,4,0.33971571922302246,0.875,,,,
,,249,,4,,,0.9275000095367432,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.45389503240585327,5,,,,,,
,,299,,5,0.33148840069770813,0.875,,,,
,,299,,5,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.0416976734995842,6,,,,,,
,,349,,6,0.32388898730278015,0.875,,,,
,,349,,6,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.05447976291179657,7,,,,,,
,,399,,7,0.29478690028190613,0.8928571343421936,,,,
,,399,,7,,,0.9375,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.05778709053993225,8,,,,,,
,,449,,8,0.31988224387168884,0.875,,,,
,,449,,8,,,0.9375,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.06063999980688095,9,,,,,,
,,499,,9,0.2911584675312042,0.8928571343421936,,,,
,,499,,9,,,0.9350000023841858,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.026328768581151962,10,,,,,,
,,549,,10,0.29907795786857605,0.8928571343421936,,,,
,,549,,10,,,0.9325000047683716,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.19928617775440216,11,,,,,,
,,599,,11,0.286739319562912,0.8928571343421936,,,,
,,599,,11,,,0.9399999976158142,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.09219710528850555,12,,,,,,
,,649,,12,0.28073182702064514,0.8928571343421936,,,,
,,649,,12,,,0.9350000023841858,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.07108807563781738,13,,,,,,
,,699,,13,0.2896903455257416,0.8928571343421936,,,,
,,699,,13,,,0.9375,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.07438108325004578,14,,,,,,
,,749,,14,0.3019348084926605,0.875,,,,
,,749,,14,,,0.9350000023841858,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.04081670939922333,15,,,,,,
,,799,,15,0.30091235041618347,0.875,,,,
,,799,,15,,,0.9350000023841858,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.4573707580566406,16,,,,,,
,,849,,16,0.30024009943008423,0.875,,,,
,,849,,16,,,0.9399999976158142,,,
,,850,,17,,,,0.25627967715263367,0.9315555691719055,0.39725255966186523
