iteration,train_time_s,query_time_s,eig_time_s
0,226.3443,63.7644,58.9778
1,226.9902,112.7661,107.5357
2,227.4645,171.5232,166.3143
3,226.6963,223.4236,218.164
4,227.7749,303.4841,298.1036
5,227.5564,367.4432,362.0553
6,227.8261,434.6278,429.4054
7,227.7789,506.4569,501.0565
8,228.3457,665.9149,660.5407
9,228.3665,778.0679,772.7373
