iteration,train_time_s,query_time_s,eig_time_s
0,21.6742,91.4965,85.5549
1,23.0638,144.9179,138.7481
2,24.5757,205.76,199.3262
3,24.7613,259.1193,252.6684
4,25.4937,314.1165,307.9224
5,26.187,396.0778,389.5408
6,26.7733,459.0612,452.7345
7,27.769,514.5906,508.2469
8,28.9583,583.9429,577.0504
9,29.4817,651.427,644.9125
