iteration,train_time_s,query_time_s,eig_time_s
0,38.6534,5.8425,
1,40.3286,5.7084,
2,41.937,6.0054,
3,38.5256,5.7653,
4,45.2162,5.8088,
5,49.21,5.7924,
6,48.9484,5.8899,
7,51.2602,5.7567,
8,49.7162,5.8948,
9,50.0121,5.7761,
