iteration,train_time_s,query_time_s,eig_time_s
0,27.2168,83.1446,67.8029
1,30.3537,136.0669,120.6063
2,31.0687,212.5013,196.7869
3,32.0527,265.7499,249.722
4,32.8199,319.4888,303.4491
5,33.8564,397.8067,381.7769
6,34.6462,459.4678,443.1737
7,35.8056,521.0896,504.7459
8,36.7741,584.7454,568.1846
9,37.5567,655.2071,638.4178
