val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.3116910457611084,0.1080000028014183,0,5,,,,
,,0,5,0.0663636326789856,,,
2.248767614364624,0.14000000059604645,1,11,,,,
,,1,11,0.14618182182312012,,,
2.472867488861084,0.1736000031232834,2,17,,,,
,,2,17,0.12999999523162842,,,
,,3,18,,2.473003387451172,0.17219999432563782,0.172200009226799
