iteration,train_time_s,query_time_s,eig_time_s
0,28.2341,100.458,84.7685
1,30.9548,158.4692,142.5043
2,32.2689,220.6799,204.5501
3,32.7568,272.9849,256.8112
4,33.8041,326.5704,310.2782
5,34.711,416.716,400.3679
6,35.2028,478.8852,462.5504
7,36.2741,538.4334,521.8426
8,37.1662,600.8225,584.1743
9,38.088,670.0338,653.4281
