lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,epoch,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,train/loss,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,12,1.4829485416412354,0.6217235922813416,nan,0.3499999940395355,0.1977401077747345,0.10401187837123871,0,,,,,,,,,,,,,
,,12,,,,,,,0,0.4588918685913086,nan,0.4399999976158142,nan,nan,,,,,,,,
0.0001442986898059786,0.0001442986898059786,13,,,,,,,,,,,,,,,,,,,,
,,25,1.3217335939407349,0.691261351108551,nan,0.4099999964237213,0.21917808055877686,0.14442813396453857,1,,,,,,,,,,,,,
,,25,,,,,,,1,0.6294759511947632,nan,0.6000000238418579,nan,nan,,,,,,,,
0.0001442986898059786,0.0001442986898059786,26,,,,,,,,,,,,,,,,,,,,
,,38,0.6541604995727539,0.7683122754096985,nan,0.9319999814033508,0.3975001871585846,0.38321536779403687,2,,,,,,,,,,,,,
,,38,,,,,,,2,0.6218358874320984,nan,0.699999988079071,nan,nan,,,,,,,,
0.0001442986898059786,0.0001442986898059786,39,,,,,,,,,,,,,,,,,,,,
,,49,,,,,,,3,,,,,,1.349684476852417,,,,,,,
,,51,0.44879040122032166,0.811733067035675,nan,0.9200000166893005,0.38983049988746643,0.37780776619911194,3,,,,,,,,,,,,,
,,51,,,,,,,3,0.6723217368125916,nan,0.7599999904632568,nan,nan,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,52,,,,,,,,,,,,,,,,,,,,
,,64,0.41318562626838684,0.8207167983055115,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,4,,,,,,,,,,,,,
,,64,,,,,,,4,0.7542842626571655,nan,0.8399999737739563,nan,nan,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,65,,,,,,,,,,,,,,,,,,,,
,,77,0.429329514503479,0.7968612313270569,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,5,,,,,,,,,,,,,
,,77,,,,,,,5,0.7503320574760437,nan,0.8500000238418579,nan,nan,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,78,,,,,,,,,,,,,,,,,,,,
,,90,0.4323875904083252,0.79761803150177,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,6,,,,,,,,,,,,,
,,90,,,,,,,6,0.7326836585998535,nan,0.75,nan,nan,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,91,,,,,,,,,,,,,,,,,,,,
,,99,,,,,,,7,,,,,,1.307175636291504,,,,,,,
,,103,0.4267909824848175,0.7958270907402039,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,7,,,,,,,,,,,,,
,,103,,,,,,,7,0.7223300337791443,nan,0.7900000214576721,nan,nan,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,104,,,,,,,,,,,,,,,,,,,,
,,116,0.4370179772377014,0.7913633584976196,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,8,,,,,,,,,,,,,
,,116,,,,,,,8,0.7250789999961853,nan,0.8100000023841858,nan,nan,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,117,,,,,,,,,,,,,,,,,,,,
,,129,0.4389294981956482,0.7937354445457458,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,9,,,,,,,,,,,,,
,,129,,,,,,,9,0.7362680435180664,nan,0.800000011920929,nan,nan,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,130,,,,,,,,,,,,,,,,,,,,
,,142,0.4318646490573883,0.7933312654495239,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,10,,,,,,,,,,,,,
,,142,,,,,,,10,0.7388613820075989,nan,0.800000011920929,nan,nan,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,143,,,,,,,,,,,,,,,,,,,,
,,149,,,,,,,11,,,,,,0.7664716839790344,,,,,,,
,,155,0.4442419707775116,0.7904335856437683,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,11,,,,,,,,,,,,,
,,155,,,,,,,11,0.7457975149154663,nan,0.8199999928474426,nan,nan,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,156,,,,,,,,,,,,,,,,,,,,
,,168,0.4436986744403839,0.7779284715652466,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,12,,,,,,,,,,,,,
,,168,,,,,,,12,0.7322648167610168,nan,0.7799999713897705,nan,nan,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,169,,,,,,,,,,,,,,,,,,,,
,,181,0.42823171615600586,0.8007563948631287,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,13,,,,,,,,,,,,,
,,181,,,,,,,13,0.7502708435058594,nan,0.800000011920929,nan,nan,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,182,,,,,,,,,,,,,,,,,,,,
,,194,0.43893420696258545,0.7977542281150818,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,14,,,,,,,,,,,,,
,,194,,,,,,,14,0.750282883644104,nan,0.8399999737739563,nan,nan,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,195,,,,,,,,,,,,,,,,,,,,
,,199,,,,,,,15,,,,,,0.8896144032478333,,,,,,,
,,207,0.43887707591056824,0.7938733100891113,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,15,,,,,,,,,,,,,
,,207,,,,,,,15,0.7369245886802673,nan,0.8199999928474426,nan,nan,,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,208,,,,,,,,,,,,,,,,,,,,
,,220,0.4360564947128296,0.7949458360671997,nan,0.9319999814033508,0.3970552086830139,0.38280826807022095,16,,,,,,,,,,,,,
,,220,,,,,,,16,0.7322823405265808,nan,0.8199999928474426,nan,nan,,,,,,,,
,,221,,,,,,,17,,,,,,,0.6600549221038818,0.7802208065986633,nan,0.9269999861717224,0.4058627486228943,0.39900118112564087,0.4058627784252167
