iteration,train_time_s,query_time_s,eig_time_s
0,227.9197,63.3074,58.2566
1,226.7409,111.2032,105.7211
2,228.3879,168.401,162.9107
3,228.4447,220.671,215.025
4,228.4946,298.956,293.2954
5,227.7643,361.2514,355.5538
6,229.7053,427.9391,422.4091
7,228.8888,499.8985,494.2134
8,229.6656,651.8384,646.1507
9,229.7809,759.3755,753.6758
