iteration,train_time_s,query_time_s,eig_time_s
0,225.0407,55.7457,50.8247
1,226.8193,95.3711,90.0659
2,226.0008,165.7001,160.3119
3,226.2347,221.0822,215.5381
4,227.5396,299.4342,293.9137
5,227.4611,353.9972,348.5012
6,226.7304,424.4729,419.0502
7,227.7447,496.3635,490.6591
8,225.7288,648.7095,643.3939
9,227.8048,752.9205,747.4173
