iteration,train_time_s,query_time_s,eig_time_s
0,36.0373,7.7359,
1,39.7944,7.9958,
2,43.3293,8.0243,
3,45.4696,7.6604,
4,46.1556,7.7523,
5,44.1332,7.9088,
6,48.8581,8.0443,
7,48.7024,8.0771,
8,48.347,8.2558,
9,51.3102,7.9672,
