iteration,train_time_s,query_time_s,eig_time_s
0,226.0314,63.2651,58.3048
1,225.5865,108.5851,103.2512
2,226.8013,164.2526,158.7626
3,226.8681,219.2204,213.6738
4,227.0404,293.9276,288.3681
5,227.542,358.9446,353.3932
6,226.9019,426.4957,420.9895
7,227.4455,499.3827,493.6889
8,229.1853,643.5973,638.0928
9,227.2219,756.9962,751.4466
