iteration,train_time_s,query_time_s,eig_time_s
0,21.3609,89.9213,84.0336
1,23.0063,144.4962,138.3424
2,23.8621,203.8203,197.5808
3,24.7767,256.4184,250.0863
4,25.0763,310.8284,304.3016
5,26.4389,396.2023,389.9071
6,26.9845,455.6304,449.0542
7,27.9219,514.1535,507.8934
8,28.8359,577.9719,571.6082
9,29.2353,650.7197,644.2478
