iteration,train_time_s,query_time_s,eig_time_s
0,41.3598,5.1651,
1,44.1721,5.2451,
2,43.6492,5.2404,
3,49.6168,5.2427,
4,44.5342,5.4561,
5,60.7237,5.1722,
6,51.2079,5.2244,
7,60.6489,5.2549,
8,72.0944,5.1574,
9,48.2829,5.1748,
