val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.3582651615142822,0.11900000274181366,0,5,,,,
,,0,5,0.07072727382183075,,,
2.142997980117798,0.10180000215768814,1,11,,,,
,,1,11,0.15781818330287933,,,
2.6655678749084473,0.15639999508857727,2,17,,,,
,,2,17,0.10018181800842285,,,
,,3,18,,2.6717638969421387,0.1535000056028366,0.15349999070167542
