iteration,train_time_s,query_time_s,eig_time_s
0,21.6766,93.6024,
1,23.2139,149.4349,
2,23.8451,212.6967,
3,25.242,266.263,
4,25.6046,319.8645,
5,26.611,407.5104,
6,27.8222,467.465,
7,27.9074,526.5437,
8,29.0848,589.8641,
9,29.5188,657.3728,
