iteration,train_time_s,query_time_s,eig_time_s
0,225.4607,7.7059,
1,227.4903,7.7329,
2,227.2364,7.6849,
3,227.5474,7.6416,
4,228.1354,7.6044,
5,228.1679,7.4118,
6,227.8929,7.4094,
7,226.6759,7.0897,
8,227.4614,7.1799,
9,227.6357,7.1055,
