iteration,train_time_s,query_time_s,eig_time_s
0,28.1131,99.866,84.5069
1,30.7482,155.8571,140.2356
2,31.5227,219.8107,203.9889
3,32.8523,271.673,255.5196
4,33.4308,326.0895,309.9023
5,34.5881,413.8335,397.4778
6,34.9063,475.9473,459.6938
7,36.1457,535.3174,518.9295
8,37.1742,596.025,579.4135
9,37.9474,665.6145,648.9896
