iteration,train_time_s,query_time_s,eig_time_s
0,84.5256,5.2929,
1,73.8846,5.2089,
2,78.3021,5.7808,
3,41.4004,5.4329,
4,45.7978,5.6501,
5,49.2115,5.474,
6,48.3231,5.5721,
7,52.8505,5.4916,
8,62.3586,5.6446,
9,57.0146,5.5167,
