iteration,train_time_s,query_time_s,eig_time_s
0,150.3312,302.4054,270.5272
1,156.2407,540.0232,507.9418
2,162.3629,877.3989,844.9801
3,176.7637,1159.5547,1126.4798
4,174.6153,1366.5894,1333.9531
5,175.8806,1650.6232,1617.7978
6,172.9467,1918.93,1885.8883
7,180.3584,1970.2705,1937.6538
8,184.539,2441.6041,2408.7559
9,189.9025,2663.858,2630.9668
