val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.3033640384674072,0.14399999380111694,0,5,,,,
,,0,5,0.08727272599935532,,,
2.257002353668213,0.17599999904632568,1,11,,,,
,,1,11,0.1345454603433609,,,
2.3154425621032715,0.21199999749660492,2,17,,,,
,,2,17,0.16527272760868073,,,
,,3,18,,2.3686306476593018,0.19460000097751617,0.19460000097751617
